Type,Part Number,Brand,Model,Rank,Benchmark,Samples,URL
HDD,ST2000VX008,Seagate,SkyHawk 2TB (2016),70,82.3,4970,https://hdd.userbenchmark.com/SpeedTest/211060/ST2000VX008-2E3164
HDD,WD3000FYYZ,WD,Re 3TB (2012),71,82.2,1369,https://hdd.userbenchmark.com/WD-Re-3TB-2012/Rating/2665
HDD,ST1000DX002,Seagate,FireCuda SSHD 1TB (2016),72,81.6,43190,https://hdd.userbenchmark.com/Seagate-FireCuda-SSHD-1TB-2016/Rating/3902
HDD,WD3003FZEX,WD,Black 3TB (2013),73,81.2,14451,https://hdd.userbenchmark.com/SpeedTest/5002/WDC-WD3003FZEX-00Z4SA0
HDD,WD80PURZ,WD,Purple Surveillance 8TB (2017),74,81,190,https://hdd.userbenchmark.com/SpeedTest/382445/WDC-WD80PURZ-85YNPY0
HDD,WD4000F9YZ,WD,Se 4TB,75,81,1458,https://hdd.userbenchmark.com/WD-Se-4TB/Rating/1823
HDD,WD60PURZ,WD,Purple Surveillance 6TB (2017),76,80.6,912,https://hdd.userbenchmark.com/SpeedTest/342114/WDC-WD60PURZ-85ZUFY1
HDD,,Toshiba,DT01ACA100 1TB,77,80.5,609187,https://hdd.userbenchmark.com/Toshiba-DT01ACA100-1TB/Rating/2737
HDD,WD5003AZEX,WD,Black 500GB (2012),78,80.5,16609,https://hdd.userbenchmark.com/SpeedTest/2070/WDC-WD5003AZEX-00K1GA0
HDD,WD1002F9YZ,WD,Se 1TB (2013),79,80.4,1628,https://hdd.userbenchmark.com/SpeedTest/11078/WDC-WD1002F9YZ-09H1JL0
HDD,,Seagate,ST2000VM003-1CT164 2TB,80,79.8,9007,https://hdd.userbenchmark.com/SpeedTest/7562/ST2000VM003-1CT164
HDD,,Hitachi,HDS723030BLE640 3TB,81,79.7,663,https://hdd.userbenchmark.com/SpeedTest/4601/Hitachi-HDS723030BLE640
HDD,PH3300U-1I72,Toshiba,MD04ACA300 3TB,82,79.4,122,https://hdd.userbenchmark.com/SpeedTest/31118/TOSHIBA-MD04ACA300
HDD,ST10000DM0004,Seagate,Barracuda Pro 10TB (2016),83,79.4,196,https://hdd.userbenchmark.com/Seagate-Barracuda-Pro-10TB-2016/Rating/3901
HDD,ST1000VN002,Seagate,IronWolf 1TB (2016),84,79.2,1417,https://hdd.userbenchmark.com/Seagate-IronWolf-1TB-2016/Rating/3904
HDD,ST2000VN000,Seagate,NAS HDD 2TB,85,79.1,3015,https://hdd.userbenchmark.com/SpeedTest/9942/ST2000VN000-1H3164
HDD,ST1000VX005,Seagate,SkyHawk 1TB (2016),86,78.9,4540,https://hdd.userbenchmark.com/SpeedTest/225246/ST1000VX005-2EZ102
HDD,WD60EFAX,WD,Red 6TB (2019),87,78.3,190,https://hdd.userbenchmark.com/SpeedTest/748440/WDC-WD60EFAX-68SHWN0
HDD,ST4000VN000,Seagate,NAS HDD 4TB,88,78.3,2606,https://hdd.userbenchmark.com/Seagate-NAS-HDD-4TB/Rating/2669
HDD,WD4000FYYZ,WD,Re 4TB (2012),89,78.2,3285,https://hdd.userbenchmark.com/SpeedTest/1815/WDC-WD4000FYYZ-01UL1B0
HDD,WD4003FZEX,WD,Black 4TB (2013),90,78.2,15801,https://hdd.userbenchmark.com/SpeedTest/3505/WDC-WD4003FZEX-00Z4SA0
HDD,HDWD105XZSTA,Toshiba,HDWD105 500GB,91,78.2,6883,https://hdd.userbenchmark.com/SpeedTest/67919/TOSHIBA-HDWD105
HDD,HDWD105EZSTA,Toshiba,HDWD105 500GB,91,78.2,6883,https://hdd.userbenchmark.com/SpeedTest/67919/TOSHIBA-HDWD105
HDD,HDWD105UZSVA,Toshiba,HDWD105 500GB,91,78.2,6883,https://hdd.userbenchmark.com/SpeedTest/67919/TOSHIBA-HDWD105
HDD,WD80EFZX,WD,Red 8TB (2016),92,78,2667,https://hdd.userbenchmark.com/SpeedTest/124577/WDC-WD80EFZX-68UW8N0
HDD,ST4000DM000,Seagate,Desktop HDD 4TB (2013),93,78,53427,https://hdd.userbenchmark.com/Seagate-Desktop-HDD-4TB-2013/Rating/1598
HDD,,Seagate,ST1500DM003-9YN16G 1.5TB,94,77.9,4377,https://hdd.userbenchmark.com/SpeedTest/2739/ST1500DM003-9YN16G
HDD,WD30PURZ,WD,Purple Surveillance 3TB (2017),95,77.9,1680,https://hdd.userbenchmark.com/SpeedTest/329567/WDC-WD30PURZ-85GU6Y0
HDD,ST6000VX0023,Seagate,SkyHawk 6TB (2016),96,77.7,93,https://hdd.userbenchmark.com/SpeedTest/219872/ST6000VX0023-2EF110
HDD,HUS724020ALA640,Hitachi,UltraStar 7K4000 2TB,97,77.6,1569,https://hdd.userbenchmark.com/SpeedTest/10357/HGST-HUS724020ALA640
HDD,ST3000VN000,Seagate,NAS HDD 3TB,98,77.5,2133,https://hdd.userbenchmark.com/SpeedTest/3909/ST3000VN000-1H4167
HDD,WD60EFRX,WD,Red 6TB (2014),99,77.5,7811,https://hdd.userbenchmark.com/WD-Red-6TB-2014/Rating/2663
HDD,WD40EFRX,WD,Red 4TB (2013),100,77.2,33735,https://hdd.userbenchmark.com/WD-Red-4TB-2013/Rating/3525
HDD,,Hitachi,HDS723020BLE640 2TB,101,77.1,2316,https://hdd.userbenchmark.com/SpeedTest/1260/Hitachi-HDS723020BLE640
HDD,,Seagate,ST4000DM 000-1CD168 4TB,102,77,15,https://hdd.userbenchmark.com/SpeedTest/2310/ST4000DM-000-1CD168
HDD,WD3001FAEX,WD,Black 3TB (2012),103,76.7,1022,https://hdd.userbenchmark.com/SpeedTest/8039/WDC-WD3001FAEX-00MJRA0
HDD,,WD,WD5000AZLX-00K4KA0 500GB,104,76.6,29347,https://hdd.userbenchmark.com/SpeedTest/5409/WDC-WD5000AZLX-00K4KA0
HDD,WD60EZRZ,WD,Blue 6TB (2015),105,76.3,7386,https://hdd.userbenchmark.com/WD-Blue-6TB-2015/Rating/3910
HDD,WD50EZRX,WD,Green 5TB (2014),106,76.1,1308,https://hdd.userbenchmark.com/WD-Green-5TB-2014/Rating/3517
HDD,WD50EFRX,WD,Red 5TB (2014),107,76,829,https://hdd.userbenchmark.com/WD-Red-5TB-2014/Rating/3524
HDD,,Seagate,ST1000VM002-1CT162 1TB,108,75.8,25554,https://hdd.userbenchmark.com/SpeedTest/11140/ST1000VM002-1CT162
HDD,ST8000VN0022,Seagate,IronWolf 8TB (2016),109,75.8,389,https://hdd.userbenchmark.com/SpeedTest/210875/ST8000VN0022-2EL112
HDD,ST10000VN0004,Seagate,IronWolf 10TB (2016),110,75.6,176,https://hdd.userbenchmark.com/SpeedTest/161315/ST10000VN0004-1ZD101
HDD,,Toshiba,DT01ACA050 500GB,111,75.2,129966,https://hdd.userbenchmark.com/SpeedTest/1379/TOSHIBA-DT01ACA050
HDD,WD60EZRX,WD,Green 6TB (2014),112,75,2993,https://hdd.userbenchmark.com/WD-Green-6TB-2014/Rating/3518
HDD,WD30EZRZ,WD,Blue 3TB (2015),113,74.6,53675,https://hdd.userbenchmark.com/WD-Blue-3TB-2015/Rating/3522
HDD,WD2000F9YZ,WD,Se 2TB (2013),114,74.2,1362,https://hdd.userbenchmark.com/SpeedTest/11122/WDC-WD2000F9YZ-0
HDD,0S03664,HGST,Deskstar NAS 4TB,115,73.9,5901,https://hdd.userbenchmark.com/HGST-Deskstar-NAS-4TB/Rating/1971
HDD,WD40PURX,WD,Purple 4TB (2014),116,73.8,4282,https://hdd.userbenchmark.com/SpeedTest/13618/WDC-WD40PURX-64GVNY0
HDD,WD2001FFSX,WD,Red Pro 2TB (2014),117,73.5,556,https://hdd.userbenchmark.com/SpeedTest/25063/WDC-WD2001FFSX-68JNU
HDD,,Hitachi,HDS721010DLE630 1TB,118,72.7,14451,https://hdd.userbenchmark.com/SpeedTest/744/Hitachi-HDS721010DLE630
HDD,WD4001FAEX,WD,Black 4TB (2012),119,72.7,3238,https://hdd.userbenchmark.com/WD-Black-4TB-2012/Rating/1599
HDD,ST8000VX0022,Seagate,SkyHawk 8TB (2016),120,72.7,45,https://hdd.userbenchmark.com/SpeedTest/228255/ST8000VX-ST8000VX0022-2EJ
HDD,ST8000DM004,Seagate,Barracuda 8TB (2017),121,72.6,16259,https://hdd.userbenchmark.com/SpeedTest/323996/ST8000DM004-2CX188
HDD,HUS724030ALE640,Hitachi,UltraStar 7K4000 3TB,122,72.6,59,https://hdd.userbenchmark.com/SpeedTest/14588/Hitachi-HUS724030ALE640
HDD,,Hitachi,HDS724040ALE640 4TB,123,72.4,5042,https://hdd.userbenchmark.com/SpeedTest/1070/HGST-HDS724040ALE640
HDD,,Hitachi,HUA723030ALA640 3TB,124,72.4,8656,https://hdd.userbenchmark.com/SpeedTest/5187/Hitachi-HUA723030ALA640
HDD,,Seagate,ST33000650NS 3TB,125,72,2042,https://hdd.userbenchmark.com/SpeedTest/9344/ST33000650NS
HDD,,Seagate,ST2000NM0011 2TB,126,71.9,2404,https://hdd.userbenchmark.com/SpeedTest/3761/ST2000NM0011
HDD,ST4000DX001,Seagate,Desktop SSHD 4TB,127,71.8,15010,https://hdd.userbenchmark.com/Seagate-Desktop-SSHD-4TB/Rating/2668
HDD,STCL4000400,Seagate,Desktop SSHD 4TB,127,71.8,15010,https://hdd.userbenchmark.com/Seagate-Desktop-SSHD-4TB/Rating/2668
HDD,WD2000FYYZ,WD,Re 2TB (2012),128,71.6,3928,https://hdd.userbenchmark.com/SpeedTest/1402/WDC-WD2000FYYZ-5
HDD,WD20PURZ,WD,Purple Surveillance 2TB (2017),129,71.2,7597,https://hdd.userbenchmark.com/SpeedTest/306805/WDC-WD20PURZ-85GU6Y0
HDD,,Seagate,ST32000645NS 2TB,130,71.1,837,https://hdd.userbenchmark.com/SpeedTest/9954/Seagate-ST32000645NS
HDD,HDWA130XZSTA,Toshiba,E300 3TB,131,70.8,1044,https://hdd.userbenchmark.com/Toshiba-E300-3TB/Rating/3596
HDD,HDWA130EZSTA,Toshiba,E300 3TB,131,70.8,1044,https://hdd.userbenchmark.com/Toshiba-E300-3TB/Rating/3596
HDD,ST6000DM004,Seagate,Barracuda Pro 6TB (2016),132,70.7,138,https://hdd.userbenchmark.com/Seagate-Barracuda-Pro-6TB-2016/Rating/3900
HDD,ST3000DM007,Seagate,Barracuda 3TB (2017),133,70.2,15927,https://hdd.userbenchmark.com/SpeedTest/337813/ST3000DM007-1WY10G
HDD,ST4000DM004,Seagate,Barracuda 4TB (2017),134,70,80163,https://hdd.userbenchmark.com/SpeedTest/243570/ST4000DM004-2CV104
HDD,,WD,WD1500HLHX-01JJPV0 150GB,135,69.3,541,https://hdd.userbenchmark.com/SpeedTest/5038/WDC-WD1500HLHX-01JJPV0
HDD,HDS723030ALA640,Hitachi,Deskstar 7K3000 3TB,136,69.1,5087,https://hdd.userbenchmark.com/Hitachi-Deskstar-7K3000-3TB/Rating/1373
HDD,,Hitachi,HDS5C3030BLE630 3TB,137,68.9,964,https://hdd.userbenchmark.com/SpeedTest/8059/Hitachi-HDS5C3030BLE630
HDD,WD30EFRX,WD,Red 3TB (2012),138,68.8,51679,https://hdd.userbenchmark.com/WD-Red-3TB-2012/Rating/1386
HDD,,Hitachi,HUA723020ALA640 2TB,139,68.6,5569,https://hdd.userbenchmark.com/SpeedTest/8994/Hitachi-HUA723020ALA640
HDD,HDWA120XZSTA,Toshiba,E300 2TB,140,68.3,1472,https://hdd.userbenchmark.com/Toshiba-E300-2TB/Rating/3595
HDD,HDWA120EZSTA,Toshiba,E300 2TB,140,68.3,1472,https://hdd.userbenchmark.com/Toshiba-E300-2TB/Rating/3595
HDD,,Toshiba,DT01ABA300 3TB,141,68.2,4414,https://hdd.userbenchmark.com/SpeedTest/8588/TOSHIBA-DT01ABA300
HDD,ST10000VX0004,Seagate,SkyHawk 10TB (2016),142,68.2,57,https://hdd.userbenchmark.com/SpeedTest/192288/ST10000VX0004-1ZE101
HDD,WD10PURZ,WD,Purple Surveillance 1TB (2017),143,68.2,3931,https://hdd.userbenchmark.com/SpeedTest/310059/WDC-WD10PURZ-85U8XY0
HDD,WD10EZRZ,WD,Blue 1TB (2015),144,68.2,33400,https://hdd.userbenchmark.com/WD-Blue-1TB-2015/Rating/3520
HDD,WD2003FYYS,WD,Re 2TB,145,68.1,8331,https://hdd.userbenchmark.com/SpeedTest/3985/WDC-WD2003FYYS-02W0B1
HDD,,Seagate,ST500NM0011 500GB,146,68,1372,https://hdd.userbenchmark.com/SpeedTest/2942/ST500NM0011
HDD,,Hitachi,HDS72302 2TB,147,67.8,395,https://hdd.userbenchmark.com/SpeedTest/1223/Hitachi-HDS72302
HDD,WD1503FYYS,WD,Re 1.5TB ,148,67.6,124,https://hdd.userbenchmark.com/SpeedTest/14718/WDC-WD1503FYYS-01T8B0
HDD,,Seagate,ST33000651AS 3TB,149,67.5,3781,https://hdd.userbenchmark.com/SpeedTest/2159/ST33000651AS
HDD,,WD,WD10EURX 1TB,150,67.5,35641,https://hdd.userbenchmark.com/SpeedTest/1122/WDC-WD10EURX-73C57Y0
HDD,,WD,WD20EURX 2TB,151,67.5,8697,https://hdd.userbenchmark.com/SpeedTest/6121/WDC-WD20EURX-64H
HDD,WD20EFRX,WD,Red 2TB (2012),152,67.4,50683,https://hdd.userbenchmark.com/WD-Red-2TB-2012/Rating/1789
HDD,,WD,WD4500HLHX-01JJPV0 450GB,153,67.4,732,https://hdd.userbenchmark.com/SpeedTest/8988/WDC-WD4500HLHX-01JJPV0
HDD,WD20EZRZ,WD,Blue 2TB (2015),154,67.3,186840,https://hdd.userbenchmark.com/WD-Blue-2TB-2015/Rating/3521
HDD,,WD,WD6000BLHX-01V7BV0 600GB,155,67.2,223,https://hdd.userbenchmark.com/SpeedTest/6689/WDC-WD6000BLHX-01V7BV0
HDD,WD10EFRX,WD,Red 1TB (2012),156,67.1,26950,https://hdd.userbenchmark.com/SpeedTest/2832/WDC-WD10EFRX-68JCSN0
HDD,,Hitachi,HDS723020BLA642 2TB,157,67.1,19504,https://hdd.userbenchmark.com/SpeedTest/1339/Hitachi-HDS723020BLA642
HDD,WD2002FAEX,WD,Black 2TB (2010),158,66.9,38726,https://hdd.userbenchmark.com/WD-Black-2TB-2010/Rating/1414
HDD,WD30PURX,WD,Purple 3TB (2014),159,66.8,4607,https://hdd.userbenchmark.com/SpeedTest/15186/WDC-WD30PURX-64P
HDD,WD20PURX,WD,Purple 2TB (2014),160,66.8,13283,https://hdd.userbenchmark.com/WD-Purple-2TB-2014/Rating/2662
HDD,,Hitachi,HUA723020ALA641 2TB,161,66.7,21893,https://hdd.userbenchmark.com/SpeedTest/11019/Hitachi-HUA723020ALA641
HDD,WD40EZRX,WD,Green 4TB (2013),162,66.3,23789,https://hdd.userbenchmark.com/WD-Green-4TB-2013/Rating/3516
HDD,,WD,WD6000HLHX-01JJPV0 600GB,163,66,5367,https://hdd.userbenchmark.com/SpeedTest/1823/WDC-WD6000HLHX-01JJPV0
HDD,,WD,WD3000HLHX-01JJPV0 300GB,164,65.8,2698,https://hdd.userbenchmark.com/SpeedTest/3987/WDC-WD3000HLHX-01JJPV0
HDD,,WD,WD2001FASS-00U0B0 2TB,165,65.7,4662,https://hdd.userbenchmark.com/SpeedTest/1611/WDC-WD2001FASS-00U0B0
HDD,WD10PURX,WD,Purple 1TB (2014),166,65.5,13068,https://hdd.userbenchmark.com/SpeedTest/14824/WDC-WD10PURX-64D85Y0
HDD,WD1502FAEX,WD,Black 1.5TB (2010),167,65.4,5222,https://hdd.userbenchmark.com/SpeedTest/3664/WDC-WD1502FAEX-007BA0
HDD,,Seagate,Expansion Desk 4TB,168,65.3,13363,https://hdd.userbenchmark.com/SpeedTest/7034/Seagate-Expansion-Desk
HDD,,WD,WD45 00HLHX-01JJPV0 450GB,169,64.8,58,https://hdd.userbenchmark.com/SpeedTest/7176/WDC-WD45-00HLHX-01JJPV0
HDD,ST5000DM000,Seagate,Barracuda Desktop 5TB,170,64.8,3294,https://hdd.userbenchmark.com/SpeedTest/17358/ST5000DM000-1FK178
HDD,WD30EZRX,WD,Green 3TB (2011),171,64.7,87630,https://hdd.userbenchmark.com/WD-Green-3TB-2011/Rating/1415
HDD,ST12000VN0007,Seagate,IronWolf 12TB (2017),172,64.3,18,https://hdd.userbenchmark.com/SpeedTest/408715/ST12000VN0007-2GS116
HDD,ST8000AS0002,Seagate,Archive HDD 8TB (2015),173,64.2,1394,https://hdd.userbenchmark.com/SpeedTest/30791/ST8000AS0002-1NA17Z
HDD,WD20EZRX,WD,Green 2TB (2012),174,64,121583,https://hdd.userbenchmark.com/WD-Green-2TB-2012/Rating/1781
HDD,,Hitachi,HDS5C3020BLE630 2TB,175,64,3037,https://hdd.userbenchmark.com/SpeedTest/7375/Hitachi-HDS5C3020BLE630
HDD,WD10EZRX,WD,Green 1TB (2011),176,63.8,109015,https://hdd.userbenchmark.com/SpeedTest/1216/WDC-WD10EZRX-00A8LB0
HDD,,WD,WD30EURS-63SPKY0 3TB,177,63.7,2590,https://hdd.userbenchmark.com/SpeedTest/1387/WDC-WD30EURS-63SPKY0
HDD,WD5003ABYX,WD,RE4 500GB (2010),178,63.4,9900,https://hdd.userbenchmark.com/SpeedTest/5856/WDC-WD5003ABYX-01WERA1
HDD,,Seagate,ST31000524NS 1TB,179,63.2,3503,https://hdd.userbenchmark.com/SpeedTest/9641/ST31000524NS
HDD,,WD,WD30EURX 3TB,180,63.1,1274,https://hdd.userbenchmark.com/SpeedTest/4058/WDC-WD30EURX-63T0FY0
HDD,,WD,WD1501FASS-00U0B 1.5TB,181,63.1,1009,https://hdd.userbenchmark.com/SpeedTest/6711/WDC-WD1501FASS-00U0B
HDD,,Samsung,HD103SM 1TB,182,62.7,764,https://hdd.userbenchmark.com/SpeedTest/3901/SAMSUNG-HD103SM
HDD,WD40E31X,WD,Blue SSHD 4TB (2015),183,62.5,1571,https://hdd.userbenchmark.com/SpeedTest/35578/WDC-WD40E31X-00HY4A0
HDD,,Toshiba,MK1002TSKB 1TB,184,62.5,669,https://hdd.userbenchmark.com/SpeedTest/6001/TOSHIBA-MK1002TSKB
HDD,,Hitachi,HUA722010CLA330 1TB,185,62.5,7232,https://hdd.userbenchmark.com/SpeedTest/1380/Hitachi-HUA722010CLA330
HDD,,Hitachi,HDS721050DLE630 500GB,186,62.2,7268,https://hdd.userbenchmark.com/SpeedTest/1540/Hitachi-HDS721050DLE630
HDD,WD1003FBYX,WD,RE4 1TB (2010),187,62.1,14250,https://hdd.userbenchmark.com/SpeedTest/4565/WDC-WD1003FBYX-01Y7B0
HDD,HD103SJ,Samsung,Spinpoint F3 1TB,188,61.9,122332,https://hdd.userbenchmark.com/Samsung-Spinpoint-F3-1TB/Rating/1848
HDD,WD1003FBYZ,WD,Re 1TB (2013),189,61.3,2408,https://hdd.userbenchmark.com/SpeedTest/8573/WDC-WD1003FBYZ-010FB0
HDD,,Seagate,Backup+ Desk 4TB,190,60.9,1335,https://hdd.userbenchmark.com/SpeedTest/3619/Seagate-Backup--Desk
HDD,HTS721010A9E630,HGST,Travelstar 7K1000 2.5" 1TB,191,60.5,451744,https://hdd.userbenchmark.com/SpeedTest/975/HGST-HTS721010A9E630
HDD,,Hitachi,HCS5C2020ALA632 2TB,192,60.3,1823,https://hdd.userbenchmark.com/SpeedTest/1904/Hitachi-HCS5C2020ALA632
HDD,,Samsung,HD502HJ 500GB,193,60,55186,https://hdd.userbenchmark.com/SpeedTest/1184/SAMSUNG-HD502HJ
HDD,,Hitachi,HTS721010A9 1TB,194,59.7,412,https://hdd.userbenchmark.com/SpeedTest/4115/HGST-HTS721010A9
HDD,,Hitachi,HDS721010CLA630 1TB,195,59.4,11065,https://hdd.userbenchmark.com/SpeedTest/1955/Hitachi-HDS721010CLA630
HDD,,Seagate,ST500DM005 HD502HJ 500GB,196,59.3,7521,https://hdd.userbenchmark.com/SpeedTest/3407/ST500DM005-HD502HJ
HDD,,WD,WD7502AAEX-00Y9A0 750GB,197,59.3,3974,https://hdd.userbenchmark.com/SpeedTest/1200/WDC-WD7502AAEX-00Y9A0
HDD,,Hitachi,HDS723015BLA642 1.5TB,198,59.2,2441,https://hdd.userbenchmark.com/SpeedTest/1237/Hitachi-HDS723015BLA642
HDD,WD2503ABYX,WD,RE4 250GB (2010),199,59.2,1049,https://hdd.userbenchmark.com/SpeedTest/5792/WDC-WD2503ABYX-01WERA0
HDD,ST2000DL001,Seagate,Barracuda Green 2TB,200,59.2,6238,https://hdd.userbenchmark.com/SpeedTest/447/ST2000DL001-9VT156
HDD,,WD,WD3000BLFS-08YBU0 300GB,201,59.1,645,https://hdd.userbenchmark.com/SpeedTest/4420/WDC-WD3000BLFS-08YBU0
HDD,ST2000DL003,Seagate,Barracuda Green 2TB,202,59,62101,https://hdd.userbenchmark.com/SpeedTest/979/ST2000DL003-9VT166
HDD,,Seagate,ST32000641AS 2TB,203,58.8,10372,https://hdd.userbenchmark.com/SpeedTest/1130/ST32000641AS
HDD,,Hitachi,HDS721010CLA330 1TB,204,58.8,7388,https://hdd.userbenchmark.com/SpeedTest/2095/Hitachi-HDS721010CLA330
HDD,,Seagate,ST3500514NS 500GB,205,58.7,1581,https://hdd.userbenchmark.com/SpeedTest/6066/ST3500514NS
HDD,,Samsung,HD322GJ 320GB,206,58.6,7886,https://hdd.userbenchmark.com/SpeedTest/3922/SAMSUNG-HD322GJ
HDD,ST500DM002,Seagate,Barracuda 7200.14 500GB,207,58.6,401633,https://hdd.userbenchmark.com/SpeedTest/712/ST500DM002-1BD142
HDD,,Hitachi,HDS721050CLA662 500GB,208,58.6,10126,https://hdd.userbenchmark.com/SpeedTest/1785/Hitachi-HDS721050CLA662
HDD,,Hitachi,HDS5C4040ALE630 4TB,209,58.5,910,https://hdd.userbenchmark.com/SpeedTest/2257/Hitachi-HDS5C4040ALE630
HDD,,WD,WD740HLFS-01G6U0 74GB,210,58.2,328,https://hdd.userbenchmark.com/SpeedTest/2768/WDC-WD740HLFS-01G6U0
HDD,HDS721010CLA332,Hitachi,Deskstar 7K1000.C 1TB,211,58.2,64515,https://hdd.userbenchmark.com/SpeedTest/1129/Hitachi-HDS721010CLA332
HDD,,Toshiba,MK1002TS 1TB,212,58.1,14,https://hdd.userbenchmark.com/SpeedTest/4326/TOSHIBA-MK1002TS
HDD,,Hitachi,HDS721010CLA632 1TB,213,58.1,9995,https://hdd.userbenchmark.com/SpeedTest/2755/Hitachi-HDS721010CLA632
HDD,,Hitachi,HDS721050CLA362 500GB,214,58,37826,https://hdd.userbenchmark.com/SpeedTest/2062/Hitachi-HDS721050CLA362
HDD,,WD,WD7500AALX-009BA0 750GB,215,57.9,1966,https://hdd.userbenchmark.com/SpeedTest/5152/WDC-WD7500AALX-009BA0
HDD,,Hitachi,HDS72101 1TB,216,57.8,1239,https://hdd.userbenchmark.com/SpeedTest/3573/Hitachi-HDS72101
HDD,,WD,WD1001FALS-41Y6A1 1TB,217,57.7,814,https://hdd.userbenchmark.com/SpeedTest/4052/WDC-WD1001FALS-41Y6A1
HDD,ST1000DL002,Seagate,Barracuda Green 1TB,218,57.5,11967,https://hdd.userbenchmark.com/SpeedTest/1672/ST1000DL002-9TT153
HDD,MQ01ABD100H,Toshiba,Notebook SSHD 2.5" 1TB,219,57.5,2447,https://hdd.userbenchmark.com/Toshiba-Notebook-SSHD-25--1TB/Rating/1957
HDD,,WD,WD1500HLFS-01G6U1 150GB,220,57.5,6357,https://hdd.userbenchmark.com/SpeedTest/2890/WDC-WD1500HLFS-01G6U1
HDD,WD5000AZRX,WD,Green 500GB (2012),221,57.5,25866,https://hdd.userbenchmark.com/SpeedTest/2487/WDC-WD5000AZRX-00A8LB0
HDD,ST2000VX002,Seagate,Surveillance 2TB,222,57.5,534,https://hdd.userbenchmark.com/SpeedTest/11181/ST2000VX002-1AH166
HDD,,Seagate,ST2000DL 004 HD204UI 2TB,223,57.2,151,https://hdd.userbenchmark.com/SpeedTest/7858/ST2000DL-004-HD204UI
HDD,,WD,WD5002AALX-00J37A0 500GB,224,57.2,10210,https://hdd.userbenchmark.com/SpeedTest/3694/WDC-WD5002AALX-00J37A0
HDD,,Hitachi,HDS721075CLA332 750GB,225,57.1,2854,https://hdd.userbenchmark.com/SpeedTest/5587/Hitachi-HDS721075CLA332
HDD,WD1002FAEX,WD,Black 1TB (2010),226,57.1,196626,https://hdd.userbenchmark.com/WD-Black-1TB-2010/Rating/1580
HDD,WD10EALS,WD,Blue 1TB (2010),227,57.1,9386,https://hdd.userbenchmark.com/WD-Blue-1TB-2010/Rating/1780
HDD,,Samsung,HD254GJ 250GB,228,57.1,921,https://hdd.userbenchmark.com/SpeedTest/10095/SAMSUNG-HD254GJ
HDD,,Hitachi,HDS721050CLA660 500GB,229,57,11892,https://hdd.userbenchmark.com/SpeedTest/289/Hitachi-HDS721050CLA660
HDD,,WD,WD30EZRS-00J99B0 3TB,230,57,2336,https://hdd.userbenchmark.com/SpeedTest/3380/WDC-WD30EZRS-00J99B0
HDD,,WD,WD3000GLFS-01F8U0 300GB,231,56.9,3572,https://hdd.userbenchmark.com/SpeedTest/1583/WDC-WD3000GLFS-01F8U0
HDD,,WD,WD1001FAES-60Z2A0 1TB,232,56.7,7951,https://hdd.userbenchmark.com/SpeedTest/3129/WDC-WD1001FAES-60Z2A0
HDD,ST31500341AS,Seagate,Barracuda 7200.11 1.5TB,233,56.7,34827,https://hdd.userbenchmark.com/SpeedTest/864/ST31500341AS
HDD,,WD,WD6402AAEX-00Z3A0 640GB,234,56.6,5222,https://hdd.userbenchmark.com/SpeedTest/1783/WDC-WD6402AAEX-00Z3A0
HDD,,Hitachi,HTS721010A9E6300 1TB,235,56.6,1335,https://hdd.userbenchmark.com/SpeedTest/11219/HGST-HTS721010A9E6300
HDD,,Hitachi,HDS722020ALA330 2TB,236,56.5,14572,https://hdd.userbenchmark.com/SpeedTest/1289/Hitachi-HDS722020ALA330
HDD,,Hitachi,HDS72105 500GB,237,56.4,685,https://hdd.userbenchmark.com/SpeedTest/7340/Hitachi-HDS72105
HDD,WD10EALX,WD,Blue 1TB (2010),238,56.2,41508,https://hdd.userbenchmark.com/WD-Blue-1TB-2010/Rating/2023
HDD,,Samsung,HD253GJ 250GB,239,56.1,2863,https://hdd.userbenchmark.com/SpeedTest/3770/SAMSUNG-HD253GJ
HDD,WD3000HLFS,WD,VelociRaptor 300GB,240,56.1,8257,https://hdd.userbenchmark.com/SpeedTest/1307/WDC-WD3000HLFS-01G6U1
HDD,,,WL1000GSA6472R 1TB,241,56,18,https://hdd.userbenchmark.com/SpeedTest/7128/WL1000GSA6472R
HDD,,Seagate,ST3500410SV 500GB,242,55.8,1451,https://hdd.userbenchmark.com/SpeedTest/1363/ST3500410SV
HDD,,Apple,HDD WDC WD10EALX-408EA0 1TB,243,55.7,340,https://hdd.userbenchmark.com/SpeedTest/6944/APPLE-HDD-WDC-WD10EALX-408EA0
HDD,,Hitachi,HDS721050CLA360 500GB,244,55.6,11024,https://hdd.userbenchmark.com/SpeedTest/3631/Hitachi-HDS721050CLA360
HDD,HD204UI,Samsung,Spinpoint F4 2TB,245,55.5,33139,https://hdd.userbenchmark.com/SpeedTest/324/SAMSUNG-HD204UI
HDD,,Hitachi,HDS72202 2TB,246,55.5,202,https://hdd.userbenchmark.com/SpeedTest/9104/Hitachi-HDS72202
HDD,,,KingFast 128GB,247,55.5,16,https://hdd.userbenchmark.com/SpeedTest/9927/KingFast
HDD,,Hitachi,HDS5C3030ALA630 3TB,248,55.5,2018,https://hdd.userbenchmark.com/SpeedTest/3627/Hitachi-HDS5C3030ALA630
HDD,,WD,WD800HLFS-75G6U0 80GB,249,55.4,643,https://hdd.userbenchmark.com/SpeedTest/5888/WDC-WD800HLFS-75G6U0
